Kaptive version	Database name	Database version	Assembly	Best match locus	Best match type	Match confidence	Problems	Identity	Coverage	Length discrepancy	Expected genes in locus	Expected genes in locus, details	Missing expected genes	Other genes in locus	Other genes in locus, details	Expected genes outside locus	Expected genes outside locus, details	Other genes outside locus	Other genes outside locus, details	Truncated genes, details	Extra genes, details
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	KP_NORM_BLD_115332_30	KL14	K14	Typeable	?+-!	99.95%	76.51%	n/a	24 / 32 (76.00%)	KL14_13_gtr51,100.00%,100.00%;KL14_14_gtr52,100.00%,100.00%;KL14_12_gtr50,100.00%,8.00%,partial;KL14_15_glf,100.00%,5.18%,partial;KL14_19_manC,100.00%,21.33%,truncated;KL14_19_manC,100.00%,21.47%,partial;KL14_18_gnd,100.00%,100.00%;KL14_17_wcaJ9,100.00%,98.64%,partial;KL14_19_manC,100.00%,32.34%,partial;KL14_21_rmlB,80.83%,67.61%,truncated;KL14_06_wzc,100.00%,96.18%,partial;KL14_03_wzi,100.00%,100.00%;KL14_04_wza,100.00%,100.00%;KL14_01_galF,100.00%,100.00%;KL14_02_cpsACP,100.00%,100.00%;KL14_05_wzb,100.00%,100.00%;KL14_20_manB,100.00%,93.32%,partial;KL14_19_manC,100.00%,46.19%,partial;KL14_25_ugd1,100.00%,100.00%;KL14_21_rmlB,100.00%,100.00%;KL14_23_rmlD,100.00%,100.00%;KL14_22_rmlA,100.00%,100.00%;KL14_24_rmlC,100.00%,100.00%;KL14_20_manB,100.00%,6.68%,partial	?	1	KL103_18_rmlA,76.68%,87.47%,truncated	0 / 32 (0.00%)		4	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL50_10_ubiG,99.25%,100.00%;KL104_19_manB,95.45%,4.96%,partial;KL50_09_wzx_KL50,100.00%,24.07%,truncated	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL104_19_manB,95.45%,4.96%,partial;KL50_09_wzx_KL50,100.00%,24.07%,truncated;KL14_12_gtr50,100.00%,8.00%,partial;KL14_15_glf,100.00%,5.18%,partial;KL14_19_manC,100.00%,21.33%,truncated;KL14_19_manC,100.00%,21.47%,partial;KL14_17_wcaJ9,100.00%,98.64%,partial;KL14_19_manC,100.00%,32.34%,partial;KL14_21_rmlB,80.83%,67.61%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated;KL14_06_wzc,100.00%,96.18%,partial;KL14_20_manB,100.00%,93.32%,partial;KL14_19_manC,100.00%,46.19%,partial;KL14_20_manB,100.00%,6.68%,partial	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	KP_NORM_BLD_115332_40	KL14	K14	Untypeable	?+-!	99.91%	71.00%	n/a	21 / 40 (52.00%)	KL14_20_manB,100.00%,22.10%,partial;KL14_19_manC,100.00%,21.47%,partial;KL14_20_manB,100.00%,36.96%,partial;KL14_20_manB,100.00%,36.82%,truncated;KL14_19_manC,100.00%,21.33%,truncated;KL14_19_manC,100.00%,46.19%,partial;KL14_20_manB,100.00%,34.26%,partial;KL14_21_rmlB,80.83%,67.61%,truncated;KL14_06_wzc,100.00%,95.68%,partial;KL14_03_wzi,100.00%,100.00%;KL14_04_wza,100.00%,100.00%;KL14_01_galF,100.00%,100.00%;KL14_02_cpsACP,100.00%,100.00%;KL14_05_wzb,100.00%,100.00%;KL14_25_ugd1,100.00%,100.00%;KL14_21_rmlB,100.00%,100.00%;KL14_23_rmlD,100.00%,100.00%;KL14_22_rmlA,100.00%,100.00%;KL14_24_rmlC,100.00%,100.00%;KL14_19_manC,100.00%,32.34%,partial;KL14_20_manB,100.00%,6.68%,partial	?	2	KL103_18_rmlA,76.68%,87.47%,truncated;KL150_19_gae,99.70%,100.00%	0 / 40 (0.00%)		4	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL50_10_ubiG,99.25%,100.00%;KL58_21_manB,95.45%,4.96%,partial;KL50_09_wzx_KL50,100.00%,24.07%,truncated	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL58_21_manB,95.45%,4.96%,partial;KL50_09_wzx_KL50,100.00%,24.07%,truncated;KL14_20_manB,100.00%,22.10%,partial;KL14_19_manC,100.00%,21.47%,partial;KL14_20_manB,100.00%,36.96%,partial;KL14_20_manB,100.00%,36.82%,truncated;KL14_19_manC,100.00%,21.33%,truncated;KL14_19_manC,100.00%,46.19%,partial;KL14_20_manB,100.00%,34.26%,partial;KL14_21_rmlB,80.83%,67.61%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated;KL14_06_wzc,100.00%,95.68%,partial;KL14_19_manC,100.00%,32.34%,partial;KL14_20_manB,100.00%,6.68%,partial	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	KP_NORM_BLD_115332	KL14	K14	Untypeable	?+-!	99.94%	88.48%	n/a	28 / 35 (80.00%)	KL14_15_glf,100.00%,100.00%;KL14_13_gtr51,100.00%,100.00%;KL14_12_gtr50,100.00%,100.00%;KL14_14_gtr52,100.00%,100.00%;KL14_11_wzy_KL14,97.32%,37.14%,partial;KL14_16_gtr53,100.00%,28.18%,partial;KL14_19_manC,100.00%,21.33%,truncated;KL14_19_manC,100.00%,21.47%,partial;KL14_20_manB,100.00%,22.10%,partial;KL14_20_manB,100.00%,36.96%,partial;KL14_20_manB,100.00%,36.82%,truncated;KL14_19_manC,100.00%,46.19%,partial;KL14_20_manB,100.00%,34.26%,partial;KL14_21_rmlB,80.83%,67.61%,truncated;KL14_06_wzc,100.00%,100.00%;KL14_03_wzi,100.00%,100.00%;KL14_04_wza,100.00%,100.00%;KL14_01_galF,100.00%,100.00%;KL14_02_cpsACP,100.00%,100.00%;KL14_05_wzb,100.00%,100.00%;KL14_07_ghl12,100.00%,34.58%,partial;KL14_25_ugd1,100.00%,100.00%;KL14_21_rmlB,100.00%,100.00%;KL14_23_rmlD,100.00%,100.00%;KL14_22_rmlA,100.00%,100.00%;KL14_24_rmlC,100.00%,100.00%;KL14_19_manC,100.00%,32.34%,partial;KL14_20_manB,100.00%,6.68%,partial	?	2	KL103_18_rmlA,76.68%,87.47%,truncated;KL150_19_gae,99.70%,100.00%	0 / 35 (0.00%)		4	KL50_10_ubiG,99.25%,100.00%;KL58_21_manB,95.45%,4.96%,partial;KL50_09_wzx_KL50,100.00%,24.07%,truncated;KL4_04_nhaP2-1,80.19%,88.19%,truncated	KL58_21_manB,95.45%,4.96%,partial;KL50_09_wzx_KL50,100.00%,24.07%,truncated;KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL14_11_wzy_KL14,97.32%,37.14%,partial;KL14_16_gtr53,100.00%,28.18%,partial;KL14_19_manC,100.00%,21.33%,truncated;KL14_19_manC,100.00%,21.47%,partial;KL14_20_manB,100.00%,22.10%,partial;KL14_20_manB,100.00%,36.96%,partial;KL14_20_manB,100.00%,36.82%,truncated;KL14_19_manC,100.00%,46.19%,partial;KL14_20_manB,100.00%,34.26%,partial;KL14_21_rmlB,80.83%,67.61%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated;KL14_07_ghl12,100.00%,34.58%,partial;KL14_19_manC,100.00%,32.34%,partial;KL14_20_manB,100.00%,6.68%,partial	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	KP_NORM_BLD_115351_10	KL28	K28	Untypeable	?+-!	99.58%	63.09%	n/a	13 / 21 (63.16%)	KL28_06_wzc,99.63%,76.13%,partial;KL28_07_gtr104,100.00%,28.36%,partial;KL28_04_wza,99.62%,68.95%,truncated;KL28_02_cpsACP,100.00%,98.25%,partial;KL28_04_wza,100.00%,26.49%,partial;KL28_14_gtr108,99.54%,56.54%,partial;KL28_13_wzx_KL28,100.00%,23.32%,partial;KL28_01_galF,100.00%,100.00%;KL28_16_gnd,99.79%,100.00%;KL28_17_manC,99.00%,42.66%,truncated;KL28_18_manB,99.78%,100.00%;KL28_19_ugd1,99.74%,100.00%;KL28_17_manC,99.48%,40.47%,partial	?	2	KL12_03_wzi,99.16%,100.00%;KL150_19_gae,99.10%,100.00%	0 / 21 (0.00%)		4	KL40_03_gtr149,98.92%,93.93%,partial;KL40_04_gtr150,99.45%,90.98%;KL105_18_rmlB,80.89%,69.30%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated	KL40_03_gtr149,98.92%,93.93%,partial;KL28_06_wzc,99.63%,76.13%,partial;KL28_07_gtr104,100.00%,28.36%,partial;KL105_18_rmlB,80.89%,69.30%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated;KL28_04_wza,99.62%,68.95%,truncated;KL28_02_cpsACP,100.00%,98.25%,partial;KL28_04_wza,100.00%,26.49%,partial;KL28_14_gtr108,99.54%,56.54%,partial;KL28_13_wzx_KL28,100.00%,23.32%,partial;KL28_17_manC,99.00%,42.66%,truncated;KL28_17_manC,99.48%,40.47%,partial	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	KP_NORM_BLD_115351_100	KL28	K28	Untypeable	?+-	99.75%	100.00%	n/a	18 / 19 (94.74%)	KL28_06_wzc,100.00%,100.00%;KL28_10_wzy_KL28,100.00%,100.00%;KL28_04_wza,99.74%,100.00%;KL28_11_gtr106,99.47%,100.00%;KL28_09_gtr105,100.00%,100.00%;KL28_08_ghl25,100.00%,100.00%;KL28_07_gtr104,100.00%,100.00%;KL28_12_gtr107,100.00%,93.03%;KL28_01_galF,100.00%,100.00%;KL28_02_cpsACP,100.00%,100.00%;KL28_05_wzb,100.00%,100.00%;KL28_15_wcaJ15,100.00%,100.00%;KL28_17_manC,99.79%,100.00%;KL28_16_gnd,99.79%,100.00%;KL28_18_manB,99.78%,100.00%;KL28_13_wzx_KL28,99.77%,100.00%;KL28_14_gtr108,99.74%,100.00%;KL28_19_ugd1,100.00%,100.00%	?	5	KL12_03_wzi,99.16%,100.00%;KL40_03_gtr149,98.99%,99.80%;KL40_04_gtr150,99.50%,100.00%;KL40_05_gtr151,99.48%,100.00%;KL150_19_gae,99.10%,100.00%	0 / 19 (0.00%)		3	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL105_18_rmlB,80.89%,69.30%,truncated;KL148_16_rmlA,76.68%,87.47%,truncated	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL105_18_rmlB,80.89%,69.30%,truncated;KL148_16_rmlA,76.68%,87.47%,truncated	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	KP_NORM_BLD_115351_20	KL28	K28	Untypeable	?+-!	99.75%	83.61%	n/a	15 / 18 (84.21%)	KL28_10_wzy_KL28,100.00%,100.00%;KL28_11_gtr106,99.47%,100.00%;KL28_09_gtr105,100.00%,12.66%,partial;KL28_06_wzc,100.00%,100.00%;KL28_04_wza,99.74%,100.00%;KL28_05_wzb,100.00%,100.00%;KL28_01_galF,100.00%,100.00%;KL28_02_cpsACP,100.00%,100.00%;KL28_15_wcaJ15,100.00%,100.00%;KL28_17_manC,99.79%,100.00%;KL28_18_manB,99.78%,100.00%;KL28_16_gnd,99.79%,100.00%;KL28_19_ugd1,100.00%,100.00%;KL28_14_gtr108,99.74%,100.00%;KL28_13_wzx_KL28,100.00%,24.65%,partial	?	2	KL12_03_wzi,99.16%,100.00%;KL150_19_gae,99.10%,100.00%	0 / 18 (0.00%)		5	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL40_05_gtr151,99.48%,100.00%;KL40_03_gtr149,99.10%,45.28%,partial;KL105_18_rmlB,80.89%,69.30%,truncated;KL148_16_rmlA,76.68%,87.47%,truncated	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL40_03_gtr149,99.10%,45.28%,partial;KL28_09_gtr105,100.00%,12.66%,partial;KL105_18_rmlB,80.89%,69.30%,truncated;KL148_16_rmlA,76.68%,87.47%,truncated;KL28_13_wzx_KL28,100.00%,24.65%,partial	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	KP_NORM_BLD_115351_30	KL28	K28	Untypeable	?+-!	99.70%	100.00%	n/a	13 / 19 (68.42%)	KL28_06_wzc,100.00%,100.00%;KL28_04_wza,99.74%,100.00%;KL28_01_galF,100.00%,100.00%;KL28_07_gtr104,100.00%,80.23%,partial;KL28_02_cpsACP,100.00%,100.00%;KL28_05_wzb,100.00%,100.00%;KL28_15_wcaJ15,100.00%,100.00%;KL28_17_manC,99.79%,100.00%;KL28_16_gnd,99.79%,100.00%;KL28_18_manB,99.78%,100.00%;KL28_13_wzx_KL28,99.77%,100.00%;KL28_14_gtr108,99.74%,100.00%;KL28_19_ugd1,100.00%,100.00%	?	5	KL12_03_wzi,99.16%,100.00%;KL40_03_gtr149,98.99%,99.80%;KL40_04_gtr150,99.50%,100.00%;KL40_05_gtr151,99.48%,100.00%;KL150_19_gae,99.10%,100.00%	0 / 19 (0.00%)		3	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL105_18_rmlB,80.89%,69.30%,truncated;KL148_16_rmlA,76.68%,87.47%,truncated	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL105_18_rmlB,80.89%,69.30%,truncated;KL148_16_rmlA,76.68%,87.47%,truncated;KL28_07_gtr104,100.00%,80.23%,partial	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	KP_NORM_BLD_115351_40	KL28	K28	Untypeable	?+-	99.75%	100.00%	n/a	18 / 19 (94.74%)	KL28_06_wzc,100.00%,100.00%;KL28_10_wzy_KL28,100.00%,100.00%;KL28_04_wza,99.74%,100.00%;KL28_11_gtr106,99.47%,100.00%;KL28_09_gtr105,100.00%,100.00%;KL28_08_ghl25,100.00%,100.00%;KL28_07_gtr104,100.00%,100.00%;KL28_12_gtr107,100.00%,93.33%;KL28_01_galF,100.00%,100.00%;KL28_02_cpsACP,100.00%,100.00%;KL28_05_wzb,100.00%,100.00%;KL28_15_wcaJ15,100.00%,100.00%;KL28_17_manC,99.79%,100.00%;KL28_16_gnd,99.79%,100.00%;KL28_18_manB,99.78%,100.00%;KL28_13_wzx_KL28,99.77%,100.00%;KL28_14_gtr108,99.74%,100.00%;KL28_19_ugd1,100.00%,100.00%	?	5	KL12_03_wzi,99.16%,100.00%;KL40_03_gtr149,98.99%,99.80%;KL40_04_gtr150,99.50%,100.00%;KL40_05_gtr151,99.48%,100.00%;KL150_19_gae,99.10%,100.00%	0 / 19 (0.00%)		3	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL105_18_rmlB,80.89%,69.30%,truncated;KL148_16_rmlA,76.68%,87.47%,truncated	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL105_18_rmlB,80.89%,69.30%,truncated;KL148_16_rmlA,76.68%,87.47%,truncated	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	KP_NORM_BLD_115351_90	KL28	K28	Untypeable	?+-	99.75%	100.00%	n/a	18 / 19 (94.74%)	KL28_06_wzc,100.00%,100.00%;KL28_10_wzy_KL28,100.00%,100.00%;KL28_04_wza,99.74%,100.00%;KL28_11_gtr106,99.47%,100.00%;KL28_09_gtr105,100.00%,100.00%;KL28_08_ghl25,100.00%,100.00%;KL28_07_gtr104,100.00%,100.00%;KL28_12_gtr107,100.00%,93.03%;KL28_01_galF,100.00%,100.00%;KL28_02_cpsACP,100.00%,100.00%;KL28_05_wzb,100.00%,100.00%;KL28_15_wcaJ15,100.00%,100.00%;KL28_17_manC,99.79%,100.00%;KL28_16_gnd,99.79%,100.00%;KL28_18_manB,99.78%,100.00%;KL28_13_wzx_KL28,99.77%,100.00%;KL28_14_gtr108,99.74%,100.00%;KL28_19_ugd1,100.00%,100.00%	?	5	KL12_03_wzi,99.16%,100.00%;KL40_03_gtr149,98.99%,99.80%;KL40_04_gtr150,99.50%,100.00%;KL40_05_gtr151,99.48%,100.00%;KL150_19_gae,99.10%,100.00%	0 / 19 (0.00%)		3	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL105_18_rmlB,80.89%,69.30%,truncated;KL148_16_rmlA,76.68%,87.47%,truncated	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL105_18_rmlB,80.89%,69.30%,truncated;KL148_16_rmlA,76.68%,87.47%,truncated	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	KP_NORM_BLD_115351	KL28	K28	Untypeable	?+-	99.75%	100.00%	n/a	18 / 19 (94.74%)	KL28_06_wzc,100.00%,100.00%;KL28_10_wzy_KL28,100.00%,100.00%;KL28_04_wza,99.74%,100.00%;KL28_11_gtr106,99.47%,100.00%;KL28_09_gtr105,100.00%,100.00%;KL28_08_ghl25,100.00%,100.00%;KL28_07_gtr104,100.00%,100.00%;KL28_12_gtr107,100.00%,93.03%;KL28_01_galF,100.00%,100.00%;KL28_02_cpsACP,100.00%,100.00%;KL28_05_wzb,100.00%,100.00%;KL28_15_wcaJ15,100.00%,100.00%;KL28_17_manC,99.79%,100.00%;KL28_16_gnd,99.79%,100.00%;KL28_18_manB,99.78%,100.00%;KL28_13_wzx_KL28,99.77%,100.00%;KL28_14_gtr108,99.74%,100.00%;KL28_19_ugd1,100.00%,100.00%	?	5	KL12_03_wzi,99.16%,100.00%;KL40_03_gtr149,98.99%,99.80%;KL40_04_gtr150,99.50%,100.00%;KL40_05_gtr151,99.48%,100.00%;KL150_19_gae,99.10%,100.00%	0 / 19 (0.00%)		3	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL105_18_rmlB,80.89%,69.30%,truncated;KL148_16_rmlA,76.68%,87.47%,truncated	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL105_18_rmlB,80.89%,69.30%,truncated;KL148_16_rmlA,76.68%,87.47%,truncated	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	KP_NORM_BLD_115369_10	KL38	K38	Typeable	?+-!	99.66%	36.34%	n/a	11 / 19 (58.82%)	KL38_17_ugd1,98.97%,25.02%,partial;KL38_07_wbaP13,100.00%,100.00%;KL38_08_wzy_KL38,98.11%,13.01%,partial;KL38_04_wza,100.00%,70.98%,partial;KL38_06_wzc,98.10%,14.59%,truncated;KL38_05_wzb,100.00%,49.20%,truncated;KL38_05_wzb,100.00%,16.32%,partial;KL38_15_ghl34,100.00%,30.34%,partial;KL38_03_wzi,100.00%,28.52%,partial;KL38_01_galF,100.00%,100.00%;KL38_02_cpsACP,100.00%,100.00%	?	1	KL150_19_gae,99.40%,100.00%	0 / 19 (0.00%)		7	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL50_10_ubiG,99.25%,100.00%;KL50_09_wzx_KL50,100.00%,24.07%,truncated;KL105_18_rmlB,80.89%,69.30%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated;KL52_03_wzi,100.00%,55.05%,truncated;KL28_18_manB,99.31%,95.04%	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL50_09_wzx_KL50,100.00%,24.07%,truncated;KL38_17_ugd1,98.97%,25.02%,partial;KL105_18_rmlB,80.89%,69.30%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated;KL38_08_wzy_KL38,98.11%,13.01%,partial;KL38_04_wza,100.00%,70.98%,partial;KL38_06_wzc,98.10%,14.59%,truncated;KL38_05_wzb,100.00%,49.20%,truncated;KL38_05_wzb,100.00%,16.32%,partial;KL38_15_ghl34,100.00%,30.34%,partial;KL38_03_wzi,100.00%,28.52%,partial;KL52_03_wzi,100.00%,55.05%,truncated	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	KP_NORM_BLD_115369_100	KL38	K38	Untypeable	?+!	99.77%	100.00%	n/a	18 / 18 (100.00%)	KL38_06_wzc,99.86%,100.00%;KL38_07_wbaP13,100.00%,100.00%;KL38_11_wzx_KL38,99.54%,100.00%;KL38_03_wzi,98.95%,100.00%;KL38_08_wzy_KL38,99.76%,100.00%;KL38_04_wza,100.00%,100.00%;KL38_01_galF,100.00%,100.00%;KL38_10_gtr141,100.00%,100.00%;KL38_09_gtr140,100.00%,100.00%;KL38_02_cpsACP,100.00%,100.00%;KL38_12_gtr142,100.00%,63.59%,partial;KL38_05_wzb,100.00%,100.00%;KL38_15_ghl34,99.74%,100.00%;KL38_16_gnd,100.00%,100.00%;KL38_14_ghl33,99.79%,100.00%;KL38_17_ugd1,99.74%,100.00%;KL38_13_gtr143,100.00%,100.00%;KL38_12_gtr142,100.00%,19.54%,partial	?	5	KL50_10_ubiG,99.25%,100.00%;KL43_17_manC,100.00%,100.00%;KL30_19_manB,99.35%,98.15%;KL150_19_gae,99.40%,100.00%;KL50_09_wzx_KL50,100.00%,24.07%,truncated	0 / 18 (0.00%)		3	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL105_18_rmlB,80.89%,69.30%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL105_18_rmlB,80.89%,69.30%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated;KL38_12_gtr142,100.00%,63.59%,partial;KL38_12_gtr142,100.00%,19.54%,partial;KL50_09_wzx_KL50,100.00%,24.07%,truncated	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	KP_NORM_BLD_115369_20	KL38	K38	Untypeable	?+-!	99.63%	96.78%	n/a	11 / 17 (64.71%)	KL38_15_ghl34,99.73%,98.63%,partial;KL38_14_ghl33,100.00%,84.65%,partial;KL38_06_wzc,99.45%,100.00%;KL38_07_wbaP13,99.79%,100.00%;KL38_03_wzi,98.95%,100.00%;KL38_04_wza,100.00%,100.00%;KL38_01_galF,99.67%,100.00%;KL38_02_cpsACP,100.00%,100.00%;KL38_05_wzb,100.00%,100.00%;KL38_16_gnd,100.00%,98.79%,partial;KL38_17_ugd1,99.74%,100.00%	?	3	KL43_17_manC,100.00%,100.00%;KL30_19_manB,99.35%,98.15%;KL150_19_gae,99.40%,100.00%	0 / 17 (0.00%)		5	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL50_10_ubiG,99.25%,100.00%;KL50_09_wzx_KL50,100.00%,24.07%,truncated;KL105_18_rmlB,80.89%,69.30%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL50_09_wzx_KL50,100.00%,24.07%,truncated;KL38_15_ghl34,99.73%,98.63%,partial;KL38_14_ghl33,100.00%,84.65%,partial;KL105_18_rmlB,80.89%,69.30%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated;KL38_16_gnd,100.00%,98.79%,partial	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	KP_NORM_BLD_115369_30	KL38	K38	Untypeable	?+-!	99.74%	100.00%	n/a	13 / 17 (76.47%)	KL38_06_wzc,99.86%,100.00%;KL38_07_wbaP13,100.00%,100.00%;KL38_03_wzi,98.95%,100.00%;KL38_04_wza,100.00%,100.00%;KL38_08_wzy_KL38,99.67%,73.25%,partial;KL38_01_galF,100.00%,100.00%;KL38_02_cpsACP,100.00%,100.00%;KL38_05_wzb,100.00%,100.00%;KL38_15_ghl34,99.74%,100.00%;KL38_16_gnd,100.00%,100.00%;KL38_14_ghl33,99.79%,100.00%;KL38_17_ugd1,99.74%,100.00%;KL38_13_gtr143,100.00%,62.31%,partial	?	5	KL50_10_ubiG,99.25%,100.00%;KL43_17_manC,100.00%,100.00%;KL30_19_manB,99.35%,98.15%;KL150_19_gae,99.40%,100.00%;KL50_09_wzx_KL50,100.00%,24.07%,truncated	0 / 17 (0.00%)		3	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL105_18_rmlB,80.89%,69.30%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL105_18_rmlB,80.89%,69.30%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated;KL38_08_wzy_KL38,99.67%,73.25%,partial;KL38_13_gtr143,100.00%,62.31%,partial;KL50_09_wzx_KL50,100.00%,24.07%,truncated	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	KP_NORM_BLD_115369_40	KL38	K38	Untypeable	?+!	99.77%	100.00%	n/a	18 / 18 (100.00%)	KL38_06_wzc,99.86%,100.00%;KL38_07_wbaP13,100.00%,100.00%;KL38_11_wzx_KL38,99.54%,100.00%;KL38_03_wzi,98.95%,100.00%;KL38_08_wzy_KL38,99.76%,100.00%;KL38_04_wza,100.00%,100.00%;KL38_01_galF,100.00%,100.00%;KL38_10_gtr141,100.00%,100.00%;KL38_09_gtr140,100.00%,100.00%;KL38_02_cpsACP,100.00%,100.00%;KL38_12_gtr142,100.00%,63.99%,partial;KL38_05_wzb,100.00%,100.00%;KL38_15_ghl34,99.74%,100.00%;KL38_16_gnd,100.00%,100.00%;KL38_14_ghl33,99.79%,100.00%;KL38_17_ugd1,99.74%,100.00%;KL38_13_gtr143,100.00%,100.00%;KL38_12_gtr142,100.00%,19.95%,partial	?	5	KL50_10_ubiG,99.25%,100.00%;KL43_17_manC,100.00%,100.00%;KL30_19_manB,99.35%,98.15%;KL150_19_gae,99.40%,100.00%;KL50_09_wzx_KL50,100.00%,24.07%,truncated	0 / 18 (0.00%)		3	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL105_18_rmlB,80.89%,69.30%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL105_18_rmlB,80.89%,69.30%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated;KL38_12_gtr142,100.00%,63.99%,partial;KL38_12_gtr142,100.00%,19.95%,partial;KL50_09_wzx_KL50,100.00%,24.07%,truncated	
3.2.2.dev25+g7f2e9ef87.d20260626	Klebsiella_pneumoniae_Species_Complex_K	3.2.2	KP_NORM_BLD_115369_70	KL38	K38	Untypeable	?+!	99.77%	100.00%	n/a	18 / 18 (100.00%)	KL38_06_wzc,99.86%,100.00%;KL38_07_wbaP13,100.00%,100.00%;KL38_11_wzx_KL38,99.54%,100.00%;KL38_03_wzi,98.95%,100.00%;KL38_08_wzy_KL38,99.76%,100.00%;KL38_04_wza,100.00%,100.00%;KL38_01_galF,100.00%,100.00%;KL38_10_gtr141,100.00%,100.00%;KL38_09_gtr140,100.00%,100.00%;KL38_02_cpsACP,100.00%,100.00%;KL38_12_gtr142,100.00%,63.59%,partial;KL38_05_wzb,100.00%,100.00%;KL38_15_ghl34,99.74%,100.00%;KL38_16_gnd,100.00%,100.00%;KL38_14_ghl33,99.79%,100.00%;KL38_17_ugd1,99.74%,100.00%;KL38_13_gtr143,100.00%,100.00%;KL38_12_gtr142,100.00%,19.54%,partial	?	5	KL50_10_ubiG,99.25%,100.00%;KL43_17_manC,100.00%,100.00%;KL30_19_manB,99.35%,98.15%;KL150_19_gae,99.40%,100.00%;KL50_09_wzx_KL50,100.00%,24.07%,truncated	0 / 18 (0.00%)		3	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL105_18_rmlB,80.89%,69.30%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated	KL4_04_nhaP2-1,80.19%,88.19%,truncated;KL105_18_rmlB,80.89%,69.30%,truncated;KL103_18_rmlA,76.68%,87.47%,truncated;KL38_12_gtr142,100.00%,63.59%,partial;KL38_12_gtr142,100.00%,19.54%,partial;KL50_09_wzx_KL50,100.00%,24.07%,truncated	
